Search Type, Solution Length, Visited Cells, Path, Total Time
Greedy m, 0, 20337, Nil   0
Greedy e, 0, 18883, Nil   0
A* m, 0, 25843, Nil   0
A* e, 0, 26995, Nil   0
Gradient Descent m, 0, 52, Nil   0
Gradient Descent e, 0, 19, Nil   0
