Search Type, Solution Length, Visited Cells, Path, Total Time
Greedy m, 15, 23, <1,a>, <5,*>, <9,*>, <10,*>, <11,*>, <15,*>, <14,*>, <10,*>, <11,*>, <15,*>, <14,*>, <10,*>, <11,*>, <15,*>, <16,c>,  27
Greedy e, 15, 21, <1,a>, <2,b>, <6,*>, <7,a>, <11,*>, <15,*>, <14,*>, <10,*>, <11,*>, <15,*>, <14,*>, <10,*>, <11,*>, <15,*>, <16,c>,  25
A* m, 9, 68, <1,a>, <2,b>, <3,*>, <7,a>, <6,*>, <10,*>, <14,*>, <15,*>, <16,c>,  13
A* e, 9, 65, <1,a>, <2,b>, <3,*>, <7,a>, <6,*>, <10,*>, <11,*>, <15,*>, <16,c>,  13
Gradient Descent m, 15, 14, <1,a>, <5,*>, <9,*>, <10,*>, <11,*>, <15,*>, <14,*>, <10,*>, <11,*>, <15,*>, <14,*>, <10,*>, <11,*>, <15,*>, <16,c>,  27
Gradient Descent e, 15, 14, <1,a>, <2,b>, <6,*>, <7,a>, <11,*>, <15,*>, <14,*>, <10,*>, <11,*>, <15,*>, <14,*>, <10,*>, <11,*>, <15,*>, <16,c>,  25
