Search Type, Solution Length, Visited Cells, Path, Total Time
Greedy m, 27, 48, <1,a>, <2,b>, <3,*>, <10,a>, <17,*>, <24,*>, <25,a>, <26,*>, <27,*>, <20,*>, <13,*>, <12,c>, <19,a>, <20,*>, <27,*>, <26,*>, <33,b>, <32,c>, <39,*>, <46,*>, <47,*>, <40,a>, <39,*>, <46,*>, <47,*>, <48,b>, <49,c>,  42
Greedy e, 51, 140, <1,a>, <2,b>, <9,c>, <10,a>, <17,*>, <24,*>, <25,a>, <26,*>, <27,*>, <20,*>, <13,*>, <12,c>, <19,a>, <20,*>, <27,*>, <26,*>, <33,b>, <32,c>, <39,*>, <46,*>, <47,*>, <40,a>, <39,*>, <46,*>, <47,*>, <48,b>, <41,c>, <40,a>, <33,b>, <32,c>, <39,*>, <46,*>, <47,*>, <40,a>, <39,*>, <46,*>, <47,*>, <48,b>, <41,c>, <40,a>, <33,b>, <32,c>, <39,*>, <46,*>, <47,*>, <40,a>, <39,*>, <46,*>, <47,*>, <48,b>, <49,c>,  77
A* m, 15, 198, <1,a>, <2,b>, <9,c>, <16,*>, <23,b>, <30,*>, <29,a>, <36,b>, <37,c>, <38,*>, <39,*>, <46,*>, <47,*>, <48,b>, <49,c>,  20
A* e, 15, 233, <1,a>, <2,b>, <9,c>, <16,*>, <23,b>, <30,*>, <29,a>, <36,b>, <37,c>, <38,*>, <39,*>, <46,*>, <47,*>, <48,b>, <49,c>,  20
Gradient Descent m, 0, 12, Nil   0
Gradient Descent e, 0, 12, Nil   0
