Search Type, Solution Length, Visited Cells, Path, Total Time
Greedy m, 0, 30, Nil   0
Greedy e, 0, 30, Nil   0
A* m, 0, 15, Nil   0
A* e, 0, 16, Nil   0
Gradient Descent m, 0, 7, Nil   0
Gradient Descent e, 0, 7, Nil   0
