Search Type, Solution Length, Visited Cells, Path, Total Time
Greedy m, 9, 13, <1,a>, <2,b>, <3,c>, <7,a>, <6,*>, <10,c>, <11,a>, <12,b>, <16,c>,  9
Greedy e, 9, 19, <1,a>, <2,b>, <3,c>, <7,a>, <6,*>, <10,c>, <11,a>, <12,b>, <16,c>,  9
A* m, 9, 20, <1,a>, <2,b>, <6,*>, <5,a>, <9,b>, <10,c>, <14,a>, <15,*>, <16,c>,  10
A* e, 9, 19, <1,a>, <2,b>, <6,*>, <5,a>, <9,b>, <10,c>, <11,a>, <15,*>, <16,c>,  10
Gradient Descent m, 0, 5, Nil   0
Gradient Descent e, 0, 5, Nil   0
